"B008","C001","C002","E018","E035","E036","E039","F028","F116","F118","F120","F121","G006","X001","X003","X025R","X049","Y001","E033","E179WVS"
1,1,2,2,10,2,1,7,1,4,2,10,1,2,63,3,8,4,5,4
2,1,1,1,10,1,1,2,1,10,1,10,3,2,70,3,8,1,1,4
1,2,2,3,3,10,1,8,NA,1,1,5,4,2,49,1,NA,0,1,76002
1,3,2,3,8,7,7,8,1,1,1,1,4,2,40,2,6,2,7,4
1,1,2,1,7,6,8,6,1,5,1,6,4,2,40,2,6,2,1,4
NA,1,2,1,10,10,NA,7,1,1,1,1,4,2,61,1,6,NA,10,4
1,1,2,3,10,5,9,2,1,10,1,9,4,2,19,1,6,4,5,76002
1,1,2,3,10,5,NA,7,1,2,1,2,4,2,59,1,6,1,NA,76002
2,1,2,3,10,2,9,7,8,8,1,9,4,2,41,2,6,2,2,76001
1,1,2,3,1,10,5,8,1,NA,NA,10,3,2,30,1,5,3,7,4
2,2,2,2,10,10,1,7,1,NA,1,10,4,2,33,1,NA,3,NA,4
2,2,2,3,1,10,1,6,1,5,1,10,4,2,36,1,5,3,NA,4
2,1,2,3,1,10,10,7,3,5,1,10,2,2,22,3,5,2,5,4
2,1,2,3,6,10,10,7,1,5,1,7,3,2,27,2,5,3,10,4
2,1,1,3,10,NA,NA,5,1,10,1,10,4,2,18,1,NA,NA,NA,NA
2,1,1,3,NA,NA,NA,5,1,5,1,10,4,2,58,1,NA,NA,NA,NA
2,1,NA,3,1,NA,NA,6,1,10,1,1,3,2,23,1,NA,0,1,76002
1,2,2,3,5,5,NA,7,NA,5,1,1,4,2,21,1,NA,2,10,76002
1,2,1,3,10,10,1,7,1,NA,1,6,2,2,81,3,2,2,5,4
1,1,2,3,1,10,1,8,1,4,1,5,3,2,46,1,NA,NA,10,NA
1,1,2,3,5,5,1,7,1,5,1,10,4,2,39,2,NA,2,10,NA
1,1,2,3,6,6,4,8,1,10,1,6,3,2,58,1,NA,2,NA,76002
1,2,2,3,5,5,4,7,1,1,1,6,3,2,30,1,NA,NA,8,NA
2,3,2,3,5,5,6,6,1,1,5,10,1,2,44,1,NA,NA,6,NA
1,2,2,3,5,4,3,7,1,1,1,1,3,2,51,1,NA,0,NA,76002
1,1,1,3,1,10,1,2,1,1,1,10,3,2,29,3,6,4,10,76003
1,1,2,2,5,10,5,8,1,5,1,10,3,2,21,3,6,3,1,4
1,1,2,2,4,10,1,8,1,NA,1,10,2,2,49,1,NA,3,5,4
1,1,2,3,1,10,1,7,1,1,1,10,1,2,63,1,NA,3,5,4
2,1,2,3,4,5,4,8,1,1,10,10,4,2,53,1,NA,NA,NA,NA
2,1,2,3,5,5,6,5,1,10,5,10,3,2,18,2,NA,NA,1,NA
1,1,2,3,5,10,1,8,1,NA,1,10,3,2,49,1,NA,3,10,76002
2,1,2,3,4,1,1,8,1,1,1,1,3,2,40,1,NA,2,5,4
1,1,2,3,1,10,1,8,1,1,1,6,3,2,35,2,NA,4,10,4
2,1,2,3,1,10,1,6,1,5,4,8,4,2,62,1,NA,3,10,76002
1,1,2,3,1,10,1,2,1,6,3,10,3,2,42,1,NA,3,5,4
2,1,2,3,1,10,1,7,1,1,1,1,2,2,59,1,NA,0,5,4
1,1,2,3,1,10,1,8,1,1,1,5,3,2,73,1,NA,3,5,4
1,1,2,3,1,10,1,7,1,5,1,6,2,2,53,1,NA,3,NA,4
1,1,2,3,1,10,9,2,5,6,1,8,1,2,38,1,NA,1,5,4
1,2,2,3,1,10,1,2,3,1,1,7,2,2,46,1,NA,1,5,4
1,1,2,3,1,10,7,8,4,1,7,10,3,2,23,2,NA,2,5,4
1,1,2,3,1,10,1,6,1,1,1,1,2,2,58,1,NA,3,5,76002
1,1,2,3,1,10,1,8,1,1,1,1,3,2,60,1,NA,2,NA,4
1,1,2,2,10,10,1,1,1,4,5,10,2,2,25,1,NA,2,5,4
1,1,2,3,5,8,4,6,1,6,1,10,3,2,30,2,NA,2,5,4
NA,3,3,2,6,7,1,8,1,1,1,6,2,2,50,1,8,1,NA,NA
1,1,2,3,6,3,6,8,1,7,1,10,3,2,26,1,8,NA,NA,NA
1,2,2,2,6,6,5,8,1,1,1,1,3,2,39,1,8,NA,NA,NA
1,3,2,3,6,5,4,7,1,1,1,10,3,2,39,1,8,NA,NA,NA
1,2,3,3,5,5,5,7,1,1,1,10,3,2,21,2,8,1,NA,NA
1,3,2,3,5,5,5,8,1,1,1,10,4,2,20,2,8,NA,5,NA
1,2,2,3,6,6,6,7,1,5,1,10,3,2,45,1,8,NA,NA,NA
1,3,2,3,6,5,6,8,1,1,1,10,1,2,41,1,8,NA,NA,NA
1,3,2,3,5,5,6,7,1,10,1,1,3,2,22,2,8,1,NA,NA
1,3,3,3,6,7,6,8,1,5,1,6,3,2,20,2,8,1,6,76002
1,3,2,3,5,5,4,8,1,1,1,1,3,2,56,1,8,NA,6,NA
1,3,2,3,6,7,7,7,1,1,1,7,1,2,48,2,8,NA,5,NA
1,2,3,3,6,8,7,2,1,6,1,10,3,2,50,2,8,NA,1,76002
1,3,2,3,6,7,5,5,1,1,1,10,3,2,34,3,8,1,1,NA
1,2,2,3,5,4,5,7,1,6,1,6,4,2,54,1,8,NA,NA,NA
2,1,2,3,1,10,NA,7,1,NA,1,10,3,2,29,1,NA,NA,5,NA
2,1,2,3,1,10,1,6,2,4,1,6,2,2,29,1,NA,4,10,76015
2,1,3,3,1,10,NA,6,1,1,1,5,2,2,48,1,NA,NA,5,4
2,1,2,3,1,10,1,8,1,NA,NA,NA,2,2,18,2,NA,4,5,NA
NA,1,NA,NA,10,NA,NA,6,1,1,1,NA,3,2,34,1,NA,NA,NA,NA
1,1,1,3,10,6,5,5,1,1,1,1,2,2,18,2,NA,1,10,NA
NA,NA,NA,3,NA,NA,NA,8,1,1,1,10,3,2,59,1,NA,NA,NA,76002
2,NA,NA,3,NA,NA,NA,5,1,10,1,10,3,2,31,1,NA,NA,NA,76002
1,2,2,3,5,NA,NA,5,5,1,1,1,3,2,20,1,NA,NA,NA,NA
1,1,2,3,4,10,1,8,1,4,1,1,3,2,49,1,NA,NA,NA,NA
2,1,2,3,1,10,1,7,4,5,1,6,3,2,36,1,7,3,5,NA
1,1,1,3,2,10,5,6,9,1,1,5,3,2,24,1,7,2,5,4
2,1,2,3,7,2,6,1,5,5,3,5,2,2,25,2,7,2,5,4
2,1,2,3,1,10,3,7,1,5,1,5,1,2,45,2,7,3,1,NA
NA,3,3,3,5,5,NA,5,1,1,1,1,1,2,77,1,6,NA,6,4
NA,1,2,3,6,7,6,8,1,1,1,10,3,2,45,1,6,NA,6,76002
NA,3,2,3,10,10,NA,8,1,1,1,1,4,2,21,2,NA,0,NA,NA
1,1,1,3,6,7,7,7,1,6,1,8,4,2,29,2,NA,NA,NA,76002
NA,1,3,2,NA,NA,NA,2,NA,NA,NA,10,3,2,22,3,2,NA,NA,4
1,1,2,2,7,5,5,7,1,NA,5,9,3,2,29,3,2,3,5,4
2,1,2,3,7,4,8,7,6,7,1,6,4,2,68,1,2,2,5,NA
1,1,2,2,4,4,2,6,4,1,1,10,2,2,61,1,2,4,7,76023
1,1,2,3,7,4,3,8,1,NA,1,1,1,2,25,2,2,NA,NA,NA
1,2,2,3,7,4,3,7,1,8,1,10,4,2,60,3,2,3,7,76001
2,1,2,3,7,7,1,7,5,7,1,4,4,2,63,1,4,2,5,NA
1,1,1,3,8,2,1,1,5,10,8,10,2,2,29,3,4,3,5,76002
1,1,2,3,4,5,3,8,2,1,1,1,4,2,55,2,4,3,NA,4
1,1,1,3,1,6,3,8,1,NA,1,8,4,2,72,3,4,2,NA,NA
1,1,2,3,9,3,2,7,2,NA,2,10,3,2,60,1,4,1,NA,4
1,1,3,3,10,8,1,2,2,10,7,10,4,2,23,3,7,3,NA,4
1,1,3,1,1,5,5,8,5,10,10,10,3,2,28,3,7,5,3,NA
1,1,2,3,1,10,1,7,NA,2,1,5,4,2,47,1,NA,1,9,NA
2,1,2,3,3,7,1,7,1,1,1,10,2,2,46,2,7,2,5,NA
3,1,2,3,4,4,4,6,1,NA,2,8,3,2,34,3,NA,4,4,76029
1,1,2,2,5,1,1,6,10,NA,1,5,3,2,37,3,NA,2,5,76029
3,1,2,NA,7,3,3,8,5,NA,4,5,3,2,61,3,NA,3,5,4
2,1,2,3,3,NA,NA,6,NA,1,1,10,4,2,66,1,NA,NA,NA,76002
2,1,2,3,3,7,5,5,3,5,1,5,4,2,37,3,7,4,3,4
2,3,2,3,3,5,4,7,2,5,2,6,3,2,30,2,7,3,5,NA
2,2,2,3,3,5,5,8,3,1,1,5,3,2,79,1,7,3,NA,4
2,1,2,3,1,1,9,8,1,1,1,1,4,2,43,1,7,3,NA,4
NA,1,2,3,NA,NA,3,7,1,10,10,10,2,2,39,2,NA,NA,NA,NA
1,1,1,1,7,2,3,1,1,1,2,2,4,2,55,1,5,2,1,4
1,1,1,3,2,5,5,8,1,7,1,8,4,2,57,1,5,2,6,4
1,3,2,3,7,3,5,8,1,1,4,4,4,2,61,1,5,2,8,4
1,1,2,1,6,2,8,1,1,10,5,10,2,2,29,3,5,4,5,4
1,1,1,3,8,2,3,1,1,10,1,10,2,2,46,2,5,2,NA,4
1,1,2,3,5,5,1,3,1,1,1,7,3,2,50,3,7,3,5,76029
1,1,2,3,7,5,3,2,1,NA,7,7,2,2,26,3,7,4,5,4
1,1,2,2,4,5,3,6,1,9,6,7,3,2,25,3,7,5,4,4
1,1,2,3,5,1,1,8,1,5,1,10,4,2,66,3,7,3,10,76003
1,1,2,2,1,1,1,7,1,8,1,5,2,2,47,2,7,3,5,4
1,1,2,2,2,5,1,8,9,9,1,9,1,2,30,2,4,3,5,4
1,1,2,3,1,5,10,1,5,5,1,5,3,2,39,1,4,3,3,76002
1,1,2,3,2,5,5,2,5,9,1,9,3,2,23,2,4,3,10,76001
1,1,2,2,10,10,1,1,1,10,1,10,3,2,32,1,4,1,NA,4
1,1,2,1,1,1,1,8,1,1,1,1,4,2,34,2,4,2,6,76001
2,1,2,3,3,NA,4,5,1,1,1,8,3,2,71,1,4,1,5,4
NA,2,2,3,NA,9,1,2,1,10,1,NA,3,2,46,1,6,3,3,NA
1,2,2,3,10,10,NA,2,NA,9,1,10,4,2,32,2,6,2,5,76001
2,1,2,3,2,10,5,6,1,5,1,10,3,2,34,1,6,NA,3,76002
2,3,2,3,8,10,10,2,1,10,1,10,4,2,29,1,6,NA,NA,4
1,1,1,3,8,1,1,8,1,1,1,7,4,2,53,3,6,0,8,76002
1,1,2,3,6,4,1,7,1,1,6,9,3,2,42,2,6,NA,5,76010
1,1,2,3,5,5,5,2,1,8,1,9,3,2,18,2,8,4,NA,4
1,1,2,3,10,10,10,8,1,1,1,1,1,2,62,2,8,2,1,4
1,1,2,3,9,1,1,6,1,5,1,5,3,2,38,3,8,1,5,4
1,1,2,3,3,3,3,8,6,5,3,7,3,2,60,1,8,3,8,76014
2,1,2,3,10,4,1,8,1,1,4,10,2,2,68,1,8,1,5,NA
1,1,2,3,3,5,1,8,1,8,1,8,3,2,32,3,8,3,2,76001
2,2,2,3,8,10,2,3,1,7,6,10,3,2,68,2,8,2,3,76002
2,1,1,2,1,1,5,6,1,1,1,8,4,2,42,1,8,2,5,4
1,1,2,3,10,4,1,1,1,6,8,6,3,2,53,2,8,2,5,4
1,1,2,3,2,5,6,7,1,9,1,9,3,2,42,2,7,2,5,4
1,1,2,3,2,5,4,2,1,9,3,9,3,2,44,3,7,2,6,4
1,1,2,3,10,1,3,8,1,9,1,10,1,2,28,3,7,NA,1,4
1,1,2,3,7,9,7,8,1,5,1,7,4,2,45,2,7,3,NA,4
1,1,2,3,5,6,1,7,1,9,1,9,1,2,44,3,7,NA,NA,4
1,1,2,2,1,NA,NA,7,1,5,1,5,1,2,63,1,4,NA,NA,4
1,1,2,3,10,1,1,8,1,6,1,7,3,2,35,3,7,2,5,NA
1,1,2,3,1,5,2,1,1,8,1,10,3,2,33,2,7,3,2,76002
1,1,2,3,3,9,9,7,1,1,1,9,3,2,29,2,7,4,3,4
1,3,3,3,2,8,9,7,1,1,1,7,3,2,32,2,7,2,10,4
1,3,3,3,1,8,8,7,1,10,1,10,3,2,28,2,7,1,10,4
1,1,1,1,4,7,3,7,1,1,1,1,2,2,60,1,7,3,5,4
1,1,2,3,2,10,6,3,1,1,6,9,3,2,44,2,7,1,1,4
1,1,2,2,2,9,1,2,2,2,2,3,4,2,28,1,6,2,5,4
1,2,2,3,8,8,3,3,2,2,2,2,3,2,28,2,6,3,8,4
1,1,2,3,10,8,1,7,1,1,1,9,4,2,57,2,6,3,10,4
1,1,2,3,9,5,2,7,8,2,2,8,3,2,33,1,6,3,NA,4
1,1,2,2,4,9,1,3,1,2,2,9,4,2,29,2,6,4,6,76002
3,1,2,3,9,9,7,6,2,5,5,5,2,2,41,1,6,3,5,4
1,1,1,3,2,2,2,8,1,1,1,2,4,2,70,1,6,2,NA,4
1,1,3,3,7,3,2,7,8,5,1,9,4,2,25,2,6,1,3,76001
1,1,2,1,1,NA,10,7,1,1,1,5,3,2,63,1,7,1,NA,76002
1,1,1,3,7,5,4,8,1,1,5,1,3,2,64,2,7,3,10,4
1,1,1,3,1,5,1,6,1,5,1,5,3,2,75,1,7,1,5,76002
1,1,2,2,1,10,1,5,1,5,1,5,3,2,28,2,7,2,10,76001
1,1,2,3,1,10,10,7,1,1,1,1,3,2,62,2,7,3,5,4
1,1,2,3,1,10,10,3,1,1,1,5,3,2,45,1,7,2,9,4
1,1,2,3,1,10,7,7,1,7,1,4,2,2,41,2,7,3,5,4
1,1,2,3,2,5,7,7,3,1,1,10,3,2,32,3,7,2,2,4
1,1,2,3,7,5,3,7,1,1,1,10,3,2,55,2,7,1,5,4
1,1,2,3,1,3,2,8,1,10,7,8,3,2,30,3,8,2,6,4
1,1,2,1,NA,NA,NA,8,10,6,1,6,3,2,24,3,8,3,NA,4
1,1,2,3,5,5,5,7,1,1,1,4,3,2,58,3,8,3,5,4
1,1,1,NA,1,5,NA,2,3,1,1,10,2,2,31,2,8,2,NA,76003
1,1,1,3,1,1,NA,7,1,2,1,8,4,2,31,3,8,4,NA,76002
2,1,2,3,1,NA,NA,2,1,1,1,3,4,2,44,2,8,2,NA,4
1,1,2,3,10,1,1,8,1,1,1,1,1,2,31,2,8,2,NA,NA
2,1,2,3,10,10,1,8,1,1,1,1,3,2,30,3,8,NA,NA,4
2,1,2,3,1,4,1,2,1,1,1,5,3,2,27,2,8,1,NA,4
1,1,2,3,1,1,1,7,5,5,1,7,3,2,32,3,8,4,7,4
1,1,2,3,1,2,2,6,2,4,1,3,1,2,27,2,8,3,1,4
1,1,2,3,9,10,1,7,6,10,3,8,2,2,25,3,8,2,5,4
1,1,1,3,1,8,7,8,1,1,1,1,3,2,63,3,8,2,10,4
1,2,2,2,10,10,1,7,1,4,1,5,2,2,48,3,8,1,6,4
1,1,2,3,7,8,1,6,1,1,1,1,3,2,92,2,8,0,10,4
1,1,2,3,2,8,2,7,1,10,1,7,3,2,36,2,8,3,5,76010
2,1,1,3,2,4,1,8,3,9,1,9,3,2,28,1,8,1,NA,NA
2,1,2,2,2,5,4,7,3,5,1,3,3,2,20,2,8,2,NA,NA
2,1,1,2,2,4,2,6,2,6,1,8,3,2,22,1,8,1,NA,NA
2,1,2,2,2,2,4,2,1,5,1,8,3,2,30,2,8,1,8,4
1,1,2,3,2,5,5,8,1,3,2,7,3,2,25,1,8,0,NA,4
1,1,1,2,4,5,3,8,1,10,1,10,3,2,45,2,8,1,NA,NA
1,2,1,2,1,1,1,2,1,5,4,4,3,2,36,3,8,1,NA,4
1,2,3,3,3,5,8,7,1,1,1,1,3,2,78,1,8,2,NA,4
1,3,3,2,5,5,5,7,1,1,1,1,3,2,26,3,8,1,NA,4
1,1,2,3,10,10,1,6,1,5,1,5,3,2,53,2,8,0,1,76002
NA,NA,2,2,8,7,9,NA,9,9,NA,5,4,2,24,2,8,NA,NA,NA
1,1,2,3,5,6,8,8,4,1,4,2,4,2,20,3,8,2,7,76004
1,1,2,3,1,10,5,8,1,5,1,5,4,2,66,1,8,1,NA,NA
NA,1,2,3,8,5,10,7,6,NA,1,8,4,2,76,1,8,1,10,NA
1,2,2,3,6,10,5,2,3,5,1,9,3,2,39,2,8,2,NA,NA
1,1,2,3,1,1,1,7,8,10,1,10,3,2,49,2,4,2,6,NA
NA,3,3,3,1,2,5,2,1,1,1,10,2,2,93,1,4,1,NA,4
1,1,2,3,10,1,1,7,1,5,1,10,4,2,46,2,4,4,5,4
2,1,1,3,1,9,3,8,1,10,1,5,3,2,47,1,4,1,6,4
1,1,2,3,9,10,1,8,2,1,1,10,4,2,52,1,NA,1,10,4
1,2,2,3,5,5,4,7,7,1,1,5,4,2,48,1,3,1,5,76002
1,1,1,3,1,5,5,8,1,1,1,1,3,2,60,1,3,2,5,NA
3,1,1,3,3,7,3,8,4,5,1,5,3,2,52,1,3,1,5,76002
NA,1,2,2,5,1,1,2,1,5,5,10,2,2,33,3,NA,1,5,NA
1,3,2,3,1,1,5,8,1,NA,1,8,2,2,67,NA,NA,3,6,NA
1,1,2,2,5,10,1,8,1,10,1,6,2,2,55,3,NA,2,5,76003
1,3,2,3,5,1,1,7,1,NA,1,8,2,2,82,NA,NA,3,5,NA
2,1,2,2,NA,5,1,8,1,5,1,1,2,2,74,NA,NA,2,NA,NA
1,1,2,3,1,10,5,7,1,5,1,5,3,2,58,1,NA,3,1,NA
1,1,2,1,5,1,1,7,NA,5,1,7,3,2,50,3,NA,3,5,NA
2,1,1,3,1,1,1,2,1,8,1,NA,3,2,79,NA,NA,1,1,NA
NA,1,2,3,1,NA,1,8,1,NA,1,NA,3,2,35,2,6,0,NA,4
NA,1,2,3,1,NA,5,7,1,NA,1,NA,4,2,47,1,6,0,NA,4
2,1,3,3,10,10,10,2,1,6,1,6,3,2,63,NA,6,1,10,NA
1,1,1,3,7,10,2,6,7,10,1,10,2,2,52,2,6,3,6,4
1,1,2,3,10,10,1,2,1,1,1,1,2,2,30,1,6,2,1,4
1,1,2,3,1,NA,1,8,1,1,1,1,3,2,51,1,6,2,NA,4
1,1,2,3,1,6,1,7,1,NA,1,NA,3,2,54,2,6,1,3,4
NA,1,2,3,1,NA,1,7,1,1,1,NA,4,2,25,2,6,2,NA,4
NA,1,2,3,NA,NA,NA,8,1,NA,NA,NA,4,2,66,1,6,NA,NA,4
1,1,1,2,1,6,1,7,1,10,1,10,4,2,34,2,6,1,5,4
1,3,2,3,5,5,1,8,1,5,1,4,4,2,25,2,6,2,5,4
NA,1,2,3,5,5,1,8,1,5,1,5,4,2,46,1,6,2,NA,4
2,1,2,NA,7,1,7,7,1,5,4,5,3,2,60,2,NA,3,5,4
2,1,2,3,5,1,2,2,1,5,6,5,3,2,43,1,NA,NA,5,4
2,3,2,3,7,1,4,7,1,5,3,4,3,2,54,1,NA,3,8,4
1,1,1,2,5,1,1,7,1,5,1,5,3,2,23,3,5,1,5,4
1,1,1,1,10,9,2,3,1,10,1,10,3,2,37,2,5,2,6,NA
1,1,2,3,1,10,5,8,NA,9,1,9,3,2,50,2,5,0,NA,NA
1,3,2,3,3,8,4,7,1,5,1,6,4,2,41,1,5,5,6,4
1,1,2,3,10,10,5,7,1,10,1,10,2,2,38,3,5,2,5,4
1,1,1,3,1,1,1,6,1,8,8,5,3,2,48,1,5,1,5,76001
2,1,2,3,1,10,10,5,1,1,1,1,2,2,61,1,5,1,5,4
2,1,2,3,10,5,1,2,1,1,1,1,4,2,77,1,6,0,10,NA
2,1,2,3,1,10,1,8,10,5,1,5,3,2,57,1,6,2,1,76002
1,1,1,3,10,1,1,8,1,10,1,1,4,2,59,1,6,1,5,76002
1,1,2,3,10,10,1,8,10,1,1,5,2,2,38,1,6,2,5,NA
2,3,1,1,8,1,7,7,1,5,1,3,3,2,53,2,NA,3,6,4
2,3,1,2,10,1,1,7,1,5,1,1,4,2,32,3,NA,1,4,76003
NA,3,3,NA,1,5,5,7,2,5,1,5,3,2,60,2,NA,NA,NA,4
1,1,2,3,5,8,6,8,1,1,3,4,4,2,37,3,5,2,6,76002
1,1,2,3,3,6,3,8,1,1,1,7,3,2,49,1,5,3,3,76002
1,1,2,3,5,5,5,7,7,1,1,5,2,2,51,1,5,2,NA,76002
1,1,2,3,8,10,1,7,1,3,1,6,3,2,21,2,5,3,NA,76002
2,1,2,3,3,8,7,6,8,8,7,7,3,2,35,2,5,3,NA,NA
1,1,3,3,5,6,5,7,5,2,6,5,2,2,63,1,2,NA,5,4
1,1,1,2,5,NA,5,6,5,3,5,5,3,2,28,2,2,NA,5,4
1,3,3,3,5,5,5,5,6,6,5,5,3,2,42,1,2,NA,6,4
1,1,1,3,5,5,5,2,7,4,5,5,3,2,30,1,1,NA,5,4
1,3,3,3,4,4,5,7,5,3,2,5,3,2,32,1,1,NA,6,4
1,1,3,2,7,5,6,8,6,2,1,2,3,2,37,1,1,NA,5,4
1,1,2,1,1,4,2,7,5,6,1,9,4,2,48,2,6,3,5,4
1,2,2,3,3,3,9,6,2,7,1,5,3,2,82,1,6,2,7,4
3,1,1,3,8,8,5,7,2,5,1,5,4,2,62,1,6,3,8,4
1,1,2,3,9,10,5,8,1,5,1,5,3,2,48,2,6,4,5,4
2,1,2,3,10,2,1,8,1,10,1,3,4,2,75,2,6,3,5,76012
3,1,2,NA,2,3,5,3,NA,5,1,6,4,2,73,1,6,NA,NA,4
2,1,2,3,6,5,2,6,2,10,4,10,2,2,19,2,6,2,5,76002
2,1,2,3,1,1,1,8,8,10,1,9,3,2,53,1,2,1,2,4
1,2,2,3,1,1,6,2,3,1,1,1,4,2,62,1,2,2,1,76001
2,1,2,3,8,9,1,7,4,1,1,10,4,2,49,1,2,1,3,76015
1,2,2,3,1,8,1,2,1,10,4,8,3,2,36,2,2,3,3,4
1,2,2,3,1,8,1,8,1,3,1,3,4,2,27,2,2,3,NA,4
1,1,2,3,1,1,7,6,2,1,1,4,3,2,22,3,2,3,3,4
2,1,1,2,5,7,1,2,1,7,1,10,2,2,36,1,2,2,9,76002
1,1,NA,3,1,1,10,8,2,9,1,9,3,2,33,1,2,2,NA,4
2,1,2,2,5,5,5,7,1,10,1,5,3,2,38,3,5,2,5,4
1,1,2,3,2,5,5,8,1,10,1,NA,3,2,47,1,5,3,3,4
1,1,2,3,2,3,5,8,10,5,10,10,1,2,64,1,5,3,5,4
1,3,2,3,1,10,3,8,3,1,1,3,3,2,18,3,5,2,NA,NA
2,1,2,3,8,8,5,2,1,9,6,10,3,2,40,2,5,2,NA,4
1,1,2,3,2,9,8,8,1,1,1,5,4,2,27,1,5,2,NA,4
1,1,2,2,9,1,2,8,1,5,1,5,3,2,38,1,NA,3,5,4
1,1,2,3,7,1,5,2,1,5,5,3,4,2,32,2,6,1,5,4
1,1,2,NA,1,1,2,8,1,10,1,5,4,2,40,3,1,1,5,NA
1,1,2,3,5,8,4,8,1,2,1,7,3,2,59,1,1,NA,4,4
1,1,2,3,8,3,2,7,1,6,1,2,3,2,56,1,1,2,7,NA
1,1,2,2,3,2,3,2,6,7,1,8,3,2,53,1,1,NA,NA,NA
1,1,2,NA,8,2,3,2,1,7,1,7,3,2,21,2,1,3,NA,NA
1,2,2,NA,8,NA,5,2,1,6,1,8,2,2,53,1,1,NA,NA,4
1,1,2,3,9,NA,1,7,1,5,1,9,4,2,36,2,1,2,NA,76003
1,1,2,3,8,4,2,7,1,3,1,7,4,2,58,1,1,1,2,NA
1,1,2,3,2,3,2,7,1,9,1,8,3,2,44,2,1,2,NA,NA
1,1,2,3,4,2,3,7,1,10,3,10,4,2,18,2,4,1,5,NA
2,1,3,3,8,3,7,2,1,6,2,3,4,2,31,2,4,1,8,4
3,1,2,3,5,5,5,2,5,10,10,10,4,2,25,2,4,1,5,76002
1,1,2,3,7,4,7,7,2,5,1,5,4,2,28,3,4,1,5,NA
1,1,3,3,7,6,6,7,5,7,3,10,4,2,29,3,4,1,8,NA
1,1,2,2,5,3,5,7,1,5,1,1,3,2,48,1,7,NA,5,4
1,1,2,1,5,5,1,7,1,5,1,1,2,2,73,1,7,3,NA,4
1,1,2,3,5,3,5,7,1,7,5,1,2,2,27,3,7,3,5,4
1,1,2,2,5,5,5,8,1,1,1,1,3,2,66,3,7,2,NA,4
1,1,2,3,5,5,5,8,1,5,5,1,3,2,61,3,7,2,NA,76003
1,1,2,3,5,10,5,7,1,5,5,1,3,2,39,3,7,3,NA,4
1,1,2,3,10,1,5,2,1,5,1,7,2,2,18,2,8,4,1,76001
3,2,2,3,9,1,1,8,1,1,1,5,3,2,56,3,8,2,5,76003
1,1,2,2,1,1,1,8,1,5,1,10,4,2,52,1,8,3,9,76002
2,1,2,3,1,1,1,8,1,1,1,5,2,2,36,2,8,1,5,76007
1,1,2,3,10,10,5,7,1,5,1,8,2,2,36,2,8,2,5,76002
1,1,1,2,10,1,1,7,5,5,3,8,3,2,40,3,8,2,1,76014
1,1,2,3,2,1,1,8,1,5,1,6,2,2,42,3,8,3,10,4
2,3,NA,3,10,6,5,6,1,10,1,5,3,2,38,2,8,2,6,76001
1,2,2,3,10,10,10,7,NA,5,1,6,3,2,57,1,8,NA,NA,76002
1,2,1,3,10,10,1,2,1,6,6,6,3,2,19,3,8,2,6,76001
1,1,1,3,9,10,5,7,5,1,1,7,4,2,20,3,2,3,1,76001
2,1,2,3,NA,1,1,7,1,10,1,10,4,2,64,1,8,1,NA,76002
1,2,2,1,5,4,7,7,9,4,3,7,3,2,50,1,8,3,5,76001
1,2,2,3,10,10,10,7,1,10,1,10,3,2,41,2,8,3,8,76002
1,1,2,2,1,10,1,6,1,9,9,9,4,2,24,2,3,2,6,4
1,1,1,3,7,7,1,7,1,10,9,6,3,2,48,2,3,3,8,4
2,1,1,3,10,10,1,7,1,1,1,1,3,2,31,2,3,3,5,4
1,1,1,1,10,1,10,8,1,1,1,1,4,2,71,1,3,2,1,4
2,1,3,3,10,10,1,8,2,1,1,1,3,2,35,2,3,1,6,4
2,1,1,1,1,10,1,6,1,1,1,1,4,2,59,1,3,1,10,76024
2,1,1,1,10,10,2,6,2,6,3,3,3,2,42,2,3,2,5,4
2,1,1,1,1,2,2,2,2,1,1,1,3,2,66,2,7,4,5,76003
1,2,2,3,10,NA,2,7,1,1,1,6,4,2,46,2,7,2,2,4
2,2,2,1,1,10,2,3,2,1,2,10,4,2,66,1,7,3,10,4
1,1,2,3,1,10,1,3,1,5,6,7,4,2,27,3,7,3,1,76010
1,1,2,3,10,1,1,7,5,10,2,9,3,2,27,3,7,2,1,NA
2,1,2,3,10,8,10,2,1,1,7,6,3,2,53,2,7,3,1,4
2,1,2,3,1,10,5,8,1,5,1,10,4,2,45,2,8,2,5,76001
2,2,2,3,10,9,7,2,1,1,1,10,4,2,50,2,8,0,5,4
2,1,2,3,5,10,5,2,1,1,1,1,4,2,58,1,8,3,5,76001
2,1,2,3,10,5,1,7,8,1,1,10,4,2,48,2,8,2,5,76002
2,1,2,3,1,1,4,7,1,10,10,10,2,2,39,1,8,2,10,4
1,1,2,3,1,10,1,1,1,5,1,8,4,2,30,2,8,4,5,4
1,2,2,3,10,10,10,8,1,5,1,10,1,2,29,2,8,3,6,4
1,2,2,3,2,8,10,2,1,10,1,10,4,2,25,2,8,1,5,4
2,1,2,3,5,8,10,2,1,10,1,10,4,2,33,1,8,3,1,4
2,1,2,2,10,1,1,8,1,10,1,10,1,2,50,3,8,4,4,4
1,1,2,3,1,10,5,8,1,1,1,1,4,2,45,1,8,2,1,4
1,1,3,2,2,10,1,8,NA,NA,NA,NA,3,2,29,2,8,2,5,4
1,1,2,3,5,10,10,7,1,10,10,10,4,2,20,2,8,3,1,76003
2,1,2,2,1,1,10,7,10,10,10,10,3,2,43,1,8,1,5,4
